id	protected_class	xml_blob
3004110575	0	<record><id>3004110575</id><protected_class>0</protected_class></record>
3046374130	0	<record><id>3046374130</id><protected_class>0</protected_class></record>
7496179612	0	<record><id>7496179612</id><protected_class>0</protected_class></record>
3437552513	0	<record><id>3437552513</id><protected_class>0</protected_class></record>
6265170782	0	<record><id>6265170782</id><protected_class>0</protected_class></record>
5613594880	0	<record><id>5613594880</id><protected_class>0</protected_class></record>
9953949421	0	<record><id>9953949421</id><protected_class>0</protected_class></record>
4453382188	0	<record><id>4453382188</id><protected_class>0</protected_class></record>
7615194814	0	<record><id>7615194814</id><protected_class>0</protected_class></record>
1683929518	0	<record><id>1683929518</id><protected_class>0</protected_class></record>
9734528578	0	<record><id>9734528578</id><protected_class>0</protected_class></record>
2448531406	1	<record><id>2448531406</id><protected_class>1</protected_class></record>
4561010818	0	<record><id>4561010818</id><protected_class>0</protected_class></record>
5362067255	0	<record><id>5362067255</id><protected_class>0</protected_class></record>
4937334740	1	<record><id>4937334740</id><protected_class>1</protected_class></record>
7937766571	0	<record><id>7937766571</id><protected_class>0</protected_class></record>
5872144030	0	<record><id>5872144030</id><protected_class>0</protected_class></record>
6050283932	0	<record><id>6050283932</id><protected_class>0</protected_class></record>
4704146412	0	<record><id>4704146412</id><protected_class>0</protected_class></record>
4955667701	0	<record><id>4955667701</id><protected_class>0</protected_class></record>
5035645138	0	<record><id>5035645138</id><protected_class>0</protected_class></record>
2486612261	0	<record><id>2486612261</id><protected_class>0</protected_class></record>
2699949435	0	<record><id>2699949435</id><protected_class>0</protected_class></record>
4942422283	0	<record><id>4942422283</id><protected_class>0</protected_class></record>
6201221150	1	<record><id>6201221150</id><protected_class>1</protected_class></record>
9363545387	1	<record><id>9363545387</id><protected_class>1</protected_class></record>
3190121646	0	<record><id>3190121646</id><protected_class>0</protected_class></record>
3390032971	0	<record><id>3390032971</id><protected_class>0</protected_class></record>
8512334496	0	<record><id>8512334496</id><protected_class>0</protected_class></record>
2719377092	0	<record><id>2719377092</id><protected_class>0</protected_class></record>
3411488458	0	<record><id>3411488458</id><protected_class>0</protected_class></record>
9547269342	0	<record><id>9547269342</id><protected_class>0</protected_class></record>
1659779533	0	<record><id>1659779533</id><protected_class>0</protected_class></record>
4544692420	0	<record><id>4544692420</id><protected_class>0</protected_class></record>
4780614779	0	<record><id>4780614779</id><protected_class>0</protected_class></record>
2825041096	0	<record><id>2825041096</id><protected_class>0</protected_class></record>
5058398086	0	<record><id>5058398086</id><protected_class>0</protected_class></record>
8452465986	0	<record><id>8452465986</id><protected_class>0</protected_class></record>
4039360953	0	<record><id>4039360953</id><protected_class>0</protected_class></record>
5313982794	0	<record><id>5313982794</id><protected_class>0</protected_class></record>
3129443442	1	<record><id>3129443442</id><protected_class>1</protected_class></record>
7570606456	0	<record><id>7570606456</id><protected_class>0</protected_class></record>
1827927933	1	<record><id>1827927933</id><protected_class>1</protected_class></record>
5629603103	0	<record><id>5629603103</id><protected_class>0</protected_class></record>
2476341571	1	<record><id>2476341571</id><protected_class>1</protected_class></record>
5769442875	0	<record><id>5769442875</id><protected_class>0</protected_class></record>
4328841015	0	<record><id>4328841015</id><protected_class>0</protected_class></record>
9630442439	0	<record><id>9630442439</id><protected_class>0</protected_class></record>
8168262482	1	<record><id>8168262482</id><protected_class>1</protected_class></record>
5572044484	0	<record><id>5572044484</id><protected_class>0</protected_class></record>
5190632654	0	<record><id>5190632654</id><protected_class>0</protected_class></record>
6658138774	1	<record><id>6658138774</id><protected_class>1</protected_class></record>
9028373464	0	<record><id>9028373464</id><protected_class>0</protected_class></record>
7956347243	0	<record><id>7956347243</id><protected_class>0</protected_class></record>
6996832993	0	<record><id>6996832993</id><protected_class>0</protected_class></record>
5304123693	0	<record><id>5304123693</id><protected_class>0</protected_class></record>
9527057952	0	<record><id>9527057952</id><protected_class>0</protected_class></record>
2126828323	1	<record><id>2126828323</id><protected_class>1</protected_class></record>
3531099214	0	<record><id>3531099214</id><protected_class>0</protected_class></record>
3075600338	1	<record><id>3075600338</id><protected_class>1</protected_class></record>
4702736633	0	<record><id>4702736633</id><protected_class>0</protected_class></record>
7670777354	1	<record><id>7670777354</id><protected_class>1</protected_class></record>
8391550702	0	<record><id>8391550702</id><protected_class>0</protected_class></record>
5911076965	0	<record><id>5911076965</id><protected_class>0</protected_class></record>
1847212998	0	<record><id>1847212998</id><protected_class>0</protected_class></record>
2711415006	0	<record><id>2711415006</id><protected_class>0</protected_class></record>
3744650422	0	<record><id>3744650422</id><protected_class>0</protected_class></record>
6587356523	0	<record><id>6587356523</id><protected_class>0</protected_class></record>
4781792065	0	<record><id>4781792065</id><protected_class>0</protected_class></record>
5925217193	1	<record><id>5925217193</id><protected_class>1</protected_class></record>
9033164382	0	<record><id>9033164382</id><protected_class>0</protected_class></record>
4338270698	0	<record><id>4338270698</id><protected_class>0</protected_class></record>
9491892091	1	<record><id>9491892091</id><protected_class>1</protected_class></record>
1637071068	1	<record><id>1637071068</id><protected_class>1</protected_class></record>
4896709215	0	<record><id>4896709215</id><protected_class>0</protected_class></record>
1625715761	0	<record><id>1625715761</id><protected_class>0</protected_class></record>
4022190409	0	<record><id>4022190409</id><protected_class>0</protected_class></record>
1693553784	0	<record><id>1693553784</id><protected_class>0</protected_class></record>
5756073405	0	<record><id>5756073405</id><protected_class>0</protected_class></record>
9121556010	0	<record><id>9121556010</id><protected_class>0</protected_class></record>
3030369696	0	<record><id>3030369696</id><protected_class>0</protected_class></record>
4051963442	0	<record><id>4051963442</id><protected_class>0</protected_class></record>
4155249115	1	<record><id>4155249115</id><protected_class>1</protected_class></record>
4507609246	0	<record><id>4507609246</id><protected_class>0</protected_class></record>
8900648953	0	<record><id>8900648953</id><protected_class>0</protected_class></record>
5302145744	0	<record><id>5302145744</id><protected_class>0</protected_class></record>
6740555447	0	<record><id>6740555447</id><protected_class>0</protected_class></record>
9690822929	0	<record><id>9690822929</id><protected_class>0</protected_class></record>
6450155609	0	<record><id>6450155609</id><protected_class>0</protected_class></record>
6548570399	0	<record><id>6548570399</id><protected_class>0</protected_class></record>
3188663250	0	<record><id>3188663250</id><protected_class>0</protected_class></record>
8156735907	0	<record><id>8156735907</id><protected_class>0</protected_class></record>
8046844145	1	<record><id>8046844145</id><protected_class>1</protected_class></record>
2599583729	0	<record><id>2599583729</id><protected_class>0</protected_class></record>
2960503979	0	<record><id>2960503979</id><protected_class>0</protected_class></record>
3559387635	0	<record><id>3559387635</id><protected_class>0</protected_class></record>
5520547329	1	<record><id>5520547329</id><protected_class>1</protected_class></record>
9437822481	0	<record><id>9437822481</id><protected_class>0</protected_class></record>
5938107248	0	<record><id>5938107248</id><protected_class>0</protected_class></record>
7133280373	1	<record><id>7133280373</id><protected_class>1</protected_class></record>
3833196578	0	<record><id>3833196578</id><protected_class>0</protected_class></record>
9654457662	0	<record><id>9654457662</id><protected_class>0</protected_class></record>
7753261721	0	<record><id>7753261721</id><protected_class>0</protected_class></record>
2790735376	0	<record><id>2790735376</id><protected_class>0</protected_class></record>
8740413115	0	<record><id>8740413115</id><protected_class>0</protected_class></record>
5241937825	0	<record><id>5241937825</id><protected_class>0</protected_class></record>
5938819521	1	<record><id>5938819521</id><protected_class>1</protected_class></record>
6557774108	0	<record><id>6557774108</id><protected_class>0</protected_class></record>
1469345616	0	<record><id>1469345616</id><protected_class>0</protected_class></record>
1074764828	0	<record><id>1074764828</id><protected_class>0</protected_class></record>
8298184304	0	<record><id>8298184304</id><protected_class>0</protected_class></record>
3273294437	0	<record><id>3273294437</id><protected_class>0</protected_class></record>
5851431658	1	<record><id>5851431658</id><protected_class>1</protected_class></record>
2376398013	0	<record><id>2376398013</id><protected_class>0</protected_class></record>
1363807341	0	<record><id>1363807341</id><protected_class>0</protected_class></record>
1697662364	0	<record><id>1697662364</id><protected_class>0</protected_class></record>
1392139305	0	<record><id>1392139305</id><protected_class>0</protected_class></record>
5928582251	0	<record><id>5928582251</id><protected_class>0</protected_class></record>
7781000982	0	<record><id>7781000982</id><protected_class>0</protected_class></record>
7584108720	0	<record><id>7584108720</id><protected_class>0</protected_class></record>
3156983096	0	<record><id>3156983096</id><protected_class>0</protected_class></record>
4448605849	0	<record><id>4448605849</id><protected_class>0</protected_class></record>
6579123427	0	<record><id>6579123427</id><protected_class>0</protected_class></record>
4129200742	0	<record><id>4129200742</id><protected_class>0</protected_class></record>
7812967280	0	<record><id>7812967280</id><protected_class>0</protected_class></record>
6546813113	0	<record><id>6546813113</id><protected_class>0</protected_class></record>
3531567798	1	<record><id>3531567798</id><protected_class>1</protected_class></record>
9694275591	1	<record><id>9694275591</id><protected_class>1</protected_class></record>
4793340239	0	<record><id>4793340239</id><protected_class>0</protected_class></record>
6515630914	0	<record><id>6515630914</id><protected_class>0</protected_class></record>
4768102394	0	<record><id>4768102394</id><protected_class>0</protected_class></record>
6354419680	1	<record><id>6354419680</id><protected_class>1</protected_class></record>
3768217126	0	<record><id>3768217126</id><protected_class>0</protected_class></record>
8292459472	0	<record><id>8292459472</id><protected_class>0</protected_class></record>
1062395681	0	<record><id>1062395681</id><protected_class>0</protected_class></record>
5415516501	0	<record><id>5415516501</id><protected_class>0</protected_class></record>
2602861967	1	<record><id>2602861967</id><protected_class>1</protected_class></record>
8299343905	0	<record><id>8299343905</id><protected_class>0</protected_class></record>
7730073587	0	<record><id>7730073587</id><protected_class>0</protected_class></record>
4724661820	0	<record><id>4724661820</id><protected_class>0</protected_class></record>
4232184381	0	<record><id>4232184381</id><protected_class>0</protected_class></record>
5810666270	0	<record><id>5810666270</id><protected_class>0</protected_class></record>
1383277679	0	<record><id>1383277679</id><protected_class>0</protected_class></record>
4122881207	1	<record><id>4122881207</id><protected_class>1</protected_class></record>
8589968751	0	<record><id>8589968751</id><protected_class>0</protected_class></record>
8191724305	1	<record><id>8191724305</id><protected_class>1</protected_class></record>
7818298964	0	<record><id>7818298964</id><protected_class>0</protected_class></record>
1366257803	0	<record><id>1366257803</id><protected_class>0</protected_class></record>
1087372197	1	<record><id>1087372197</id><protected_class>1</protected_class></record>
7670300209	0	<record><id>7670300209</id><protected_class>0</protected_class></record>
3572872608	0	<record><id>3572872608</id><protected_class>0</protected_class></record>
3728590630	0	<record><id>3728590630</id><protected_class>0</protected_class></record>
3806026258	0	<record><id>3806026258</id><protected_class>0</protected_class></record>
6331143450	0	<record><id>6331143450</id><protected_class>0</protected_class></record>
1287376710	1	<record><id>1287376710</id><protected_class>1</protected_class></record>
6314868502	0	<record><id>6314868502</id><protected_class>0</protected_class></record>
6424054844	0	<record><id>6424054844</id><protected_class>0</protected_class></record>
6797202468	1	<record><id>6797202468</id><protected_class>1</protected_class></record>
2112018781	0	<record><id>2112018781</id><protected_class>0</protected_class></record>
8040489613	0	<record><id>8040489613</id><protected_class>0</protected_class></record>
6930128782	0	<record><id>6930128782</id><protected_class>0</protected_class></record>
6257453150	0	<record><id>6257453150</id><protected_class>0</protected_class></record>
3839161045	0	<record><id>3839161045</id><protected_class>0</protected_class></record>
8129744095	1	<record><id>8129744095</id><protected_class>1</protected_class></record>
9374026309	0	<record><id>9374026309</id><protected_class>0</protected_class></record>
1924090280	1	<record><id>1924090280</id><protected_class>1</protected_class></record>
3888550348	0	<record><id>3888550348</id><protected_class>0</protected_class></record>
5068661997	0	<record><id>5068661997</id><protected_class>0</protected_class></record>
9669061649	0	<record><id>9669061649</id><protected_class>0</protected_class></record>
2231049142	1	<record><id>2231049142</id><protected_class>1</protected_class></record>
6120286629	0	<record><id>6120286629</id><protected_class>0</protected_class></record>
1191471620	0	<record><id>1191471620</id><protected_class>0</protected_class></record>
8816224093	0	<record><id>8816224093</id><protected_class>0</protected_class></record>
2053723919	0	<record><id>2053723919</id><protected_class>0</protected_class></record>
2341389967	1	<record><id>2341389967</id><protected_class>1</protected_class></record>
5836529158	0	<record><id>5836529158</id><protected_class>0</protected_class></record>
6387311431	0	<record><id>6387311431</id><protected_class>0</protected_class></record>
4707535011	0	<record><id>4707535011</id><protected_class>0</protected_class></record>
7138368326	0	<record><id>7138368326</id><protected_class>0</protected_class></record>
8740423938	1	<record><id>8740423938</id><protected_class>1</protected_class></record>
2612339556	0	<record><id>2612339556</id><protected_class>0</protected_class></record>
5743917679	0	<record><id>5743917679</id><protected_class>0</protected_class></record>
3612227632	0	<record><id>3612227632</id><protected_class>0</protected_class></record>
5045254213	0	<record><id>5045254213</id><protected_class>0</protected_class></record>
7828796917	0	<record><id>7828796917</id><protected_class>0</protected_class></record>
6972564591	0	<record><id>6972564591</id><protected_class>0</protected_class></record>
7728884509	1	<record><id>7728884509</id><protected_class>1</protected_class></record>
3144500685	0	<record><id>3144500685</id><protected_class>0</protected_class></record>
6330527683	0	<record><id>6330527683</id><protected_class>0</protected_class></record>
6240142977	0	<record><id>6240142977</id><protected_class>0</protected_class></record>
5867313753	1	<record><id>5867313753</id><protected_class>1</protected_class></record>
3806410472	1	<record><id>3806410472</id><protected_class>1</protected_class></record>
1853539630	0	<record><id>1853539630</id><protected_class>0</protected_class></record>
3375637635	0	<record><id>3375637635</id><protected_class>0</protected_class></record>
4448776188	0	<record><id>4448776188</id><protected_class>0</protected_class></record>
4828758039	0	<record><id>4828758039</id><protected_class>0</protected_class></record>
4883107028	1	<record><id>4883107028</id><protected_class>1</protected_class></record>
3524820272	0	<record><id>3524820272</id><protected_class>0</protected_class></record>
9326276924	0	<record><id>9326276924</id><protected_class>0</protected_class></record>
1720032735	0	<record><id>1720032735</id><protected_class>0</protected_class></record>
7578235718	1	<record><id>7578235718</id><protected_class>1</protected_class></record>
2682204895	0	<record><id>2682204895</id><protected_class>0</protected_class></record>
2706303831	0	<record><id>2706303831</id><protected_class>0</protected_class></record>
2885999944	0	<record><id>2885999944</id><protected_class>0</protected_class></record>
3592806181	1	<record><id>3592806181</id><protected_class>1</protected_class></record>
1232131331	1	<record><id>1232131331</id><protected_class>1</protected_class></record>
8780032113	0	<record><id>8780032113</id><protected_class>0</protected_class></record>
1306641930	0	<record><id>1306641930</id><protected_class>0</protected_class></record>
4894162895	0	<record><id>4894162895</id><protected_class>0</protected_class></record>
6931925993	0	<record><id>6931925993</id><protected_class>0</protected_class></record>
3036967719	0	<record><id>3036967719</id><protected_class>0</protected_class></record>
5189808618	0	<record><id>5189808618</id><protected_class>0</protected_class></record>
5698091810	0	<record><id>5698091810</id><protected_class>0</protected_class></record>
5884934200	0	<record><id>5884934200</id><protected_class>0</protected_class></record>
8827214527	0	<record><id>8827214527</id><protected_class>0</protected_class></record>
1659878224	0	<record><id>1659878224</id><protected_class>0</protected_class></record>
5296039619	1	<record><id>5296039619</id><protected_class>1</protected_class></record>
8448256975	0	<record><id>8448256975</id><protected_class>0</protected_class></record>
5592698140	0	<record><id>5592698140</id><protected_class>0</protected_class></record>
9639425434	0	<record><id>9639425434</id><protected_class>0</protected_class></record>
5213215597	0	<record><id>5213215597</id><protected_class>0</protected_class></record>
8626301422	0	<record><id>8626301422</id><protected_class>0</protected_class></record>
5668523142	0	<record><id>5668523142</id><protected_class>0</protected_class></record>
2056213949	0	<record><id>2056213949</id><protected_class>0</protected_class></record>
5220685595	0	<record><id>5220685595</id><protected_class>0</protected_class></record>
1895196986	0	<record><id>1895196986</id><protected_class>0</protected_class></record>
2920379264	1	<record><id>2920379264</id><protected_class>1</protected_class></record>
6799580212	0	<record><id>6799580212</id><protected_class>0</protected_class></record>
6471886098	0	<record><id>6471886098</id><protected_class>0</protected_class></record>
4199219919	0	<record><id>4199219919</id><protected_class>0</protected_class></record>
1443392643	0	<record><id>1443392643</id><protected_class>0</protected_class></record>
9569579462	0	<record><id>9569579462</id><protected_class>0</protected_class></record>
8715491306	0	<record><id>8715491306</id><protected_class>0</protected_class></record>
8770162384	0	<record><id>8770162384</id><protected_class>0</protected_class></record>
9103116897	1	<record><id>9103116897</id><protected_class>1</protected_class></record>
9545843819	0	<record><id>9545843819</id><protected_class>0</protected_class></record>
9259366410	0	<record><id>9259366410</id><protected_class>0</protected_class></record>
8014418471	0	<record><id>8014418471</id><protected_class>0</protected_class></record>
9578184083	0	<record><id>9578184083</id><protected_class>0</protected_class></record>
5553439667	0	<record><id>5553439667</id><protected_class>0</protected_class></record>
1063112456	0	<record><id>1063112456</id><protected_class>0</protected_class></record>
3893342020	0	<record><id>3893342020</id><protected_class>0</protected_class></record>
4263585792	0	<record><id>4263585792</id><protected_class>0</protected_class></record>
3838658667	0	<record><id>3838658667</id><protected_class>0</protected_class></record>
4328092378	0	<record><id>4328092378</id><protected_class>0</protected_class></record>
8625289757	1	<record><id>8625289757</id><protected_class>1</protected_class></record>
3781219418	0	<record><id>3781219418</id><protected_class>0</protected_class></record>
4971740593	1	<record><id>4971740593</id><protected_class>1</protected_class></record>
8651252830	1	<record><id>8651252830</id><protected_class>1</protected_class></record>
8638633765	0	<record><id>8638633765</id><protected_class>0</protected_class></record>
8156762175	1	<record><id>8156762175</id><protected_class>1</protected_class></record>
2993204244	0	<record><id>2993204244</id><protected_class>0</protected_class></record>
2707813237	1	<record><id>2707813237</id><protected_class>1</protected_class></record>
2529316107	1	<record><id>2529316107</id><protected_class>1</protected_class></record>
6436883678	1	<record><id>6436883678</id><protected_class>1</protected_class></record>
1623026846	0	<record><id>1623026846</id><protected_class>0</protected_class></record>
8815817555	0	<record><id>8815817555</id><protected_class>0</protected_class></record>
5077557628	0	<record><id>5077557628</id><protected_class>0</protected_class></record>
6258170624	1	<record><id>6258170624</id><protected_class>1</protected_class></record>
9460213407	0	<record><id>9460213407</id><protected_class>0</protected_class></record>
3793627529	0	<record><id>3793627529</id><protected_class>0</protected_class></record>
1154662771	1	<record><id>1154662771</id><protected_class>1</protected_class></record>
4971419069	1	<record><id>4971419069</id><protected_class>1</protected_class></record>
9817856871	0	<record><id>9817856871</id><protected_class>0</protected_class></record>
3140982086	0	<record><id>3140982086</id><protected_class>0</protected_class></record>
2644521511	0	<record><id>2644521511</id><protected_class>0</protected_class></record>
6019808711	0	<record><id>6019808711</id><protected_class>0</protected_class></record>
4962904872	0	<record><id>4962904872</id><protected_class>0</protected_class></record>
5488478663	0	<record><id>5488478663</id><protected_class>0</protected_class></record>
8903145474	0	<record><id>8903145474</id><protected_class>0</protected_class></record>
6782839109	0	<record><id>6782839109</id><protected_class>0</protected_class></record>
9697750464	0	<record><id>9697750464</id><protected_class>0</protected_class></record>
2104260528	0	<record><id>2104260528</id><protected_class>0</protected_class></record>
3656699469	0	<record><id>3656699469</id><protected_class>0</protected_class></record>
8607486466	0	<record><id>8607486466</id><protected_class>0</protected_class></record>
8825375315	0	<record><id>8825375315</id><protected_class>0</protected_class></record>
6055384217	0	<record><id>6055384217</id><protected_class>0</protected_class></record>
7116733363	0	<record><id>7116733363</id><protected_class>0</protected_class></record>
9432325708	0	<record><id>9432325708</id><protected_class>0</protected_class></record>
1925786099	0	<record><id>1925786099</id><protected_class>0</protected_class></record>
2390630477	0	<record><id>2390630477</id><protected_class>0</protected_class></record>
1283281361	0	<record><id>1283281361</id><protected_class>0</protected_class></record>
2764416458	1	<record><id>2764416458</id><protected_class>1</protected_class></record>
7167927789	0	<record><id>7167927789</id><protected_class>0</protected_class></record>
7653393838	0	<record><id>7653393838</id><protected_class>0</protected_class></record>
2988986054	0	<record><id>2988986054</id><protected_class>0</protected_class></record>
7432537153	0	<record><id>7432537153</id><protected_class>0</protected_class></record>
6063907011	0	<record><id>6063907011</id><protected_class>0</protected_class></record>
9302088162	0	<record><id>9302088162</id><protected_class>0</protected_class></record>
1878499677	0	<record><id>1878499677</id><protected_class>0</protected_class></record>
2569588602	0	<record><id>2569588602</id><protected_class>0</protected_class></record>
4231480784	0	<record><id>4231480784</id><protected_class>0</protected_class></record>
6150693399	0	<record><id>6150693399</id><protected_class>0</protected_class></record>
4942442131	0	<record><id>4942442131</id><protected_class>0</protected_class></record>
3926731615	0	<record><id>3926731615</id><protected_class>0</protected_class></record>
4597043469	0	<record><id>4597043469</id><protected_class>0</protected_class></record>
7749419662	0	<record><id>7749419662</id><protected_class>0</protected_class></record>
5036965246	0	<record><id>5036965246</id><protected_class>0</protected_class></record>
5113356163	0	<record><id>5113356163</id><protected_class>0</protected_class></record>
1872940988	0	<record><id>1872940988</id><protected_class>0</protected_class></record>
8281368837	0	<record><id>8281368837</id><protected_class>0</protected_class></record>
5503119988	0	<record><id>5503119988</id><protected_class>0</protected_class></record>
2695584813	0	<record><id>2695584813</id><protected_class>0</protected_class></record>
3389391367	0	<record><id>3389391367</id><protected_class>0</protected_class></record>
6512322998	0	<record><id>6512322998</id><protected_class>0</protected_class></record>
2824349314	0	<record><id>2824349314</id><protected_class>0</protected_class></record>
4015907587	0	<record><id>4015907587</id><protected_class>0</protected_class></record>
1528560449	0	<record><id>1528560449</id><protected_class>0</protected_class></record>
6444565176	0	<record><id>6444565176</id><protected_class>0</protected_class></record>
5499915010	0	<record><id>5499915010</id><protected_class>0</protected_class></record>
1691277246	0	<record><id>1691277246</id><protected_class>0</protected_class></record>
5431398930	0	<record><id>5431398930</id><protected_class>0</protected_class></record>
7022700783	0	<record><id>7022700783</id><protected_class>0</protected_class></record>
9046053672	0	<record><id>9046053672</id><protected_class>0</protected_class></record>
7619019848	0	<record><id>7619019848</id><protected_class>0</protected_class></record>
1916031992	0	<record><id>1916031992</id><protected_class>0</protected_class></record>
8281186536	0	<record><id>8281186536</id><protected_class>0</protected_class></record>
9417954358	0	<record><id>9417954358</id><protected_class>0</protected_class></record>
3421388506	0	<record><id>3421388506</id><protected_class>0</protected_class></record>
3076727531	0	<record><id>3076727531</id><protected_class>0</protected_class></record>
5863881761	1	<record><id>5863881761</id><protected_class>1</protected_class></record>
3604838338	0	<record><id>3604838338</id><protected_class>0</protected_class></record>
3147407481	0	<record><id>3147407481</id><protected_class>0</protected_class></record>
2215581384	0	<record><id>2215581384</id><protected_class>0</protected_class></record>
5906031735	0	<record><id>5906031735</id><protected_class>0</protected_class></record>
8009960249	0	<record><id>8009960249</id><protected_class>0</protected_class></record>
8161293922	0	<record><id>8161293922</id><protected_class>0</protected_class></record>
3015629170	0	<record><id>3015629170</id><protected_class>0</protected_class></record>
5829477310	0	<record><id>5829477310</id><protected_class>0</protected_class></record>
1432166044	0	<record><id>1432166044</id><protected_class>0</protected_class></record>
2430546481	0	<record><id>2430546481</id><protected_class>0</protected_class></record>
9189101226	0	<record><id>9189101226</id><protected_class>0</protected_class></record>
2759191661	0	<record><id>2759191661</id><protected_class>0</protected_class></record>
8740744745	0	<record><id>8740744745</id><protected_class>0</protected_class></record>
7094943521	1	<record><id>7094943521</id><protected_class>1</protected_class></record>
8584571973	0	<record><id>8584571973</id><protected_class>0</protected_class></record>
9739195284	0	<record><id>9739195284</id><protected_class>0</protected_class></record>
8836811874	0	<record><id>8836811874</id><protected_class>0</protected_class></record>
6735681172	0	<record><id>6735681172</id><protected_class>0</protected_class></record>
7711912973	0	<record><id>7711912973</id><protected_class>0</protected_class></record>
8067143573	0	<record><id>8067143573</id><protected_class>0</protected_class></record>
4551986238	0	<record><id>4551986238</id><protected_class>0</protected_class></record>
8460281609	0	<record><id>8460281609</id><protected_class>0</protected_class></record>
3717052479	0	<record><id>3717052479</id><protected_class>0</protected_class></record>
3301866192	0	<record><id>3301866192</id><protected_class>0</protected_class></record>
7297759725	0	<record><id>7297759725</id><protected_class>0</protected_class></record>
5000474214	1	<record><id>5000474214</id><protected_class>1</protected_class></record>
3445576385	1	<record><id>3445576385</id><protected_class>1</protected_class></record>
6479936192	1	<record><id>6479936192</id><protected_class>1</protected_class></record>
1423966314	0	<record><id>1423966314</id><protected_class>0</protected_class></record>
2401329590	0	<record><id>2401329590</id><protected_class>0</protected_class></record>
1360348224	0	<record><id>1360348224</id><protected_class>0</protected_class></record>
6731944519	1	<record><id>6731944519</id><protected_class>1</protected_class></record>
8222737053	0	<record><id>8222737053</id><protected_class>0</protected_class></record>
2823755506	0	<record><id>2823755506</id><protected_class>0</protected_class></record>
3319624917	0	<record><id>3319624917</id><protected_class>0</protected_class></record>
9277444502	0	<record><id>9277444502</id><protected_class>0</protected_class></record>
5449084066	0	<record><id>5449084066</id><protected_class>0</protected_class></record>
6203203071	0	<record><id>6203203071</id><protected_class>0</protected_class></record>
3131264555	1	<record><id>3131264555</id><protected_class>1</protected_class></record>
5257369154	0	<record><id>5257369154</id><protected_class>0</protected_class></record>
9439079974	0	<record><id>9439079974</id><protected_class>0</protected_class></record>
6233913466	0	<record><id>6233913466</id><protected_class>0</protected_class></record>
7810045308	0	<record><id>7810045308</id><protected_class>0</protected_class></record>
4298692852	0	<record><id>4298692852</id><protected_class>0</protected_class></record>
3430552334	0	<record><id>3430552334</id><protected_class>0</protected_class></record>
6725901590	0	<record><id>6725901590</id><protected_class>0</protected_class></record>
9817558704	0	<record><id>9817558704</id><protected_class>0</protected_class></record>
1294837296	0	<record><id>1294837296</id><protected_class>0</protected_class></record>
6820536597	0	<record><id>6820536597</id><protected_class>0</protected_class></record>
1859996334	0	<record><id>1859996334</id><protected_class>0</protected_class></record>
6787914084	1	<record><id>6787914084</id><protected_class>1</protected_class></record>
3718794505	0	<record><id>3718794505</id><protected_class>0</protected_class></record>
9151339040	0	<record><id>9151339040</id><protected_class>0</protected_class></record>
8505392171	0	<record><id>8505392171</id><protected_class>0</protected_class></record>
2150233256	0	<record><id>2150233256</id><protected_class>0</protected_class></record>
7454108402	0	<record><id>7454108402</id><protected_class>0</protected_class></record>
9726192293	1	<record><id>9726192293</id><protected_class>1</protected_class></record>
4395080265	0	<record><id>4395080265</id><protected_class>0</protected_class></record>
8358134802	0	<record><id>8358134802</id><protected_class>0</protected_class></record>
4278564040	1	<record><id>4278564040</id><protected_class>1</protected_class></record>
2574046565	0	<record><id>2574046565</id><protected_class>0</protected_class></record>
1812843391	1	<record><id>1812843391</id><protected_class>1</protected_class></record>
8040085775	1	<record><id>8040085775</id><protected_class>1</protected_class></record>
9627690584	0	<record><id>9627690584</id><protected_class>0</protected_class></record>
5146248722	0	<record><id>5146248722</id><protected_class>0</protected_class></record>
5824871398	1	<record><id>5824871398</id><protected_class>1</protected_class></record>
2132446041	1	<record><id>2132446041</id><protected_class>1</protected_class></record>
4251667506	0	<record><id>4251667506</id><protected_class>0</protected_class></record>
8694421649	0	<record><id>8694421649</id><protected_class>0</protected_class></record>
1289151425	0	<record><id>1289151425</id><protected_class>0</protected_class></record>
7560001715	1	<record><id>7560001715</id><protected_class>1</protected_class></record>
5943415389	0	<record><id>5943415389</id><protected_class>0</protected_class></record>
1560244376	0	<record><id>1560244376</id><protected_class>0</protected_class></record>
1123848802	0	<record><id>1123848802</id><protected_class>0</protected_class></record>
5117748183	0	<record><id>5117748183</id><protected_class>0</protected_class></record>
9013781594	0	<record><id>9013781594</id><protected_class>0</protected_class></record>
9292458458	0	<record><id>9292458458</id><protected_class>0</protected_class></record>
9737206529	0	<record><id>9737206529</id><protected_class>0</protected_class></record>
2952953096	0	<record><id>2952953096</id><protected_class>0</protected_class></record>
1295275178	0	<record><id>1295275178</id><protected_class>0</protected_class></record>
7301600030	0	<record><id>7301600030</id><protected_class>0</protected_class></record>
7752702788	0	<record><id>7752702788</id><protected_class>0</protected_class></record>
2988561844	0	<record><id>2988561844</id><protected_class>0</protected_class></record>
9403447804	1	<record><id>9403447804</id><protected_class>1</protected_class></record>
1942330011	0	<record><id>1942330011</id><protected_class>0</protected_class></record>
7654330622	0	<record><id>7654330622</id><protected_class>0</protected_class></record>
7038141121	0	<record><id>7038141121</id><protected_class>0</protected_class></record>
3956078059	1	<record><id>3956078059</id><protected_class>1</protected_class></record>
8953926533	0	<record><id>8953926533</id><protected_class>0</protected_class></record>
2306891419	0	<record><id>2306891419</id><protected_class>0</protected_class></record>
